"ID","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","type","location","type_numeric"
3011,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,"red","California",2
3012,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.63333333,6,"white","California",4
3015,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,"white","California",4
3016,6.9,0.4,0.22,5.95,0.081,76,303,0.99705,3.4,0.57,9.4,5,"white","California",4
3017,6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7,"white","California",4
3018,8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,5,"red","California",2
3021,7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5,"white","California",4
3022,6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6,"white","California",4
3025,5.5,0.29,0.3,1.1,0.022,20,110,0.98869,3.34,0.38,12.8,7,"white","California",4
3027,7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,5,"white","California",4
3028,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6,"white","California",4
3031,7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,"white","California",4
3033,5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7,"white","California",4
3034,8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,"red","California",2
3035,5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,6,"white","California",4
3036,9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7,"red","California",2
3037,6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,6,"white","California",4
3038,7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,6,"white","California",4
3040,4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,5,"white","California",4
3041,6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,7,"white","California",4
3043,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6,"white","California",4
3046,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6,"white","California",4
3047,5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,6,"white","California",4
3049,6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6,"white","California",4
3050,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,"white","California",4
3055,7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7,"red","California",2
3056,8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5,"red","California",2
3057,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,"red","California",2
3059,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6,"white","California",4
3062,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,"white","California",4
3063,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,"red","California",2
3064,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7,"white","California",4
3066,7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6,"white","California",4
3067,6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,7,"white","California",4
3068,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6,"white","California",4
3069,7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,7,"white","California",4
3070,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,"red","California",2
3071,5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,6,"white","California",4
3072,5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,8,"white","California",4
3074,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,"white","California",4
3075,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,"red","California",2
3077,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7,"white","California",4
3078,11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,"red","California",2
3080,7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7,"white","California",4
3082,5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,7,"white","California",4
3084,6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,"red","California",2
3085,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6,"white","California",4
3087,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6,"white","California",4
3089,6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,6,"white","California",4
3092,8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,6,"white","California",4
3093,10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,6,"red","California",2
3094,6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,6,"white","California",4
3095,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6,"white","California",4
3096,9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6,"red","California",2
3100,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6,"white","California",4
3102,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7,"white","California",4
3103,9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7,"red","California",2
3104,9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,"red","California",2
3107,7.5,0.14,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,6,"white","California",4
3109,6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,6,"white","California",4
3110,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,"white","California",4
3112,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,"white","California",4
3114,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,7,"white","California",4
3117,6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6,"white","California",4
3118,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,6,"white","California",4
3120,7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6,"white","California",4
3121,8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,"white","California",4
3123,7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6,"white","California",4
3125,5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6,"white","California",4
3127,5.6,0.18,0.3,10.2,0.028,28,131,0.9954,3.49,0.42,10.8,7,"white","California",4
3128,6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,5,"white","California",4
3129,5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6,"white","California",4
3131,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,"white","California",4
3132,10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,"red","California",2
3133,6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7,"white","California",4
3138,8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,6,"white","California",4
3139,8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6,"red","California",2
3140,7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3,7,"white","California",4
3141,6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6,"white","California",4
3142,6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,6,"white","California",4
3143,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5,"white","California",4
3144,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,6,"white","California",4
3147,6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,6,"white","California",4
3148,6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,6,"white","California",4
3149,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.65,6,"white","California",4
3151,6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6,"white","California",4
3152,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6,"white","California",4
3154,8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6,"red","California",2
3156,9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7,"red","California",2
3158,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,"white","California",4
3160,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,"white","California",4
3161,6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8,6,"white","California",4
3163,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,"white","California",4
3164,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,"white","California",4
3165,5,0.2,0.4,1.9,0.015,20,98,0.9897,3.37,0.55,12.05,6,"white","California",4
3166,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,"white","California",4
3167,7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,"red","California",2
3170,9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,8,"red","California",2
3171,5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,5,"white","California",4
3172,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,"white","California",4
3176,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6,"white","California",4
3177,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,"white","California",4
3178,8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6,"white","California",4
3179,6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5,"white","California",4
3182,7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,6,"white","California",4
3183,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,"white","California",4
3184,6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,7,"white","California",4
3187,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,"white","California",4
3188,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6,"white","California",4
3191,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5,"white","California",4
3194,6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,5,"white","California",4
3195,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,"white","California",4
3196,6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,7,"white","California",4
3197,7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,6,"white","California",4
3198,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,"white","California",4
3199,7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,6,"white","California",4
3200,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,"white","California",4
3204,6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,6,"white","California",4
3206,7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6,"white","California",4
3208,6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,7,"white","California",4
3209,6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,6,"white","California",4
3210,7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7,"red","California",2
3211,6.6,0.25,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11,7,"white","California",4
3214,5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,6,"white","California",4
3217,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,"white","California",4
3219,8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6,"white","California",4
3220,6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,6,"white","California",4
3221,7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,6,"white","California",4
3222,7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,6,"white","California",4
3223,6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5,"white","California",4
3226,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,"white","California",4
3228,9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,"red","California",2
3231,9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,"red","California",2
3233,6.1,0.24,0.32,9,0.031,41,134,0.99234,3.25,0.26,12.3,7,"white","California",4
3234,5.1,0.26,0.33,1.1,0.027,46,113,0.98946,3.35,0.43,11.4,7,"white","California",4
3236,7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,5,"white","California",4
3237,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,"white","California",4
3238,5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3,7,"white","California",4
3241,8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5,"white","California",4
3243,6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6,"white","California",4
3244,6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6,"white","California",4
3245,6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,5,"white","California",4
3247,7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,5,"red","California",2
3249,8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6,"none","California",1
3253,7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6,"none","California",1
3255,6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6,"red","California",2
3256,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6,"white","California",4
3257,6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6,"white","California",4
3259,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6,"white","California",4
3261,7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,6,"white","California",4
3263,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5,"white","California",4
3264,4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,8,"white","California",4
3265,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,"white","California",4
3268,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,"white","California",4
3270,7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,"white","California",4
3271,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,"white","California",4
3274,6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,6,"white","California",4
3275,8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,6,"red","California",2
3276,6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,6,"white","California",4
3279,5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6,"white","California",4
3280,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,"white","California",4
3281,6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,7,"white","California",4
3282,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,"white","California",4
3284,6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,6,"white","California",4
3285,7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6,"white","California",4
3286,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6,"white","California",4
3287,7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,9,"white","California",4
3288,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6,"white","California",4
3289,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,"white","California",4
3290,7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6,"white","California",4
3291,8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,6,"white","California",4
3292,8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,6,"white","California",4
3293,6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5,"white","California",4
3294,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,"white","California",4
3295,6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3,6,"white","California",4
3296,6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,6,"white","California",4
3300,7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,6,"white","California",4
3301,5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,7,"white","California",4
3302,8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6,"white","California",4
3303,7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,6,"white","California",4
3305,6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,6,"white","California",4
3307,6.5,0.22,0.28,3.7,0.059,29,151,0.99177,3.23,0.41,12.1,7,"white","California",4
3310,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7,"white","California",4
3311,6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7,"white","California",4
3315,8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6,"red","California",2
3316,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,"white","California",4
3317,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,"white","California",4
3318,7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,6,"white","California",4
3321,7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,5,"white","California",4
3322,5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,7,"white","California",4
3324,5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6,"white","California",4
3327,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5,"white","California",4
3329,6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7,"white","California",4
3330,6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,7,"white","California",4
3331,8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,6,"white","California",4
3333,8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7,"white","California",4
3334,6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7,"white","California",4
3335,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,"white","California",4
3336,6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6,"white","California",4
3338,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,"red","California",2
3340,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,"white","California",4
3344,6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,6,"white","California",4
3345,6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,6,"red","California",2
3346,6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,7,"white","California",4
3347,6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7,"white","California",4
3348,6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7,"white","California",4
3350,5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,6,"white","California",4
3351,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6,"white","California",4
3352,7.5,0.29,0.36,15.7,0.05,29,124,0.9968,3.06,0.54,10.4,5,"white","California",4
3356,7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6,"red","California",2
3359,6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,8,"white","California",4
3360,6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8,6,"white","California",4
3361,9,0.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,6,"white","California",4
3362,7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,6,"white","California",4
3363,7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6,"red","California",2
3365,7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,"white","California",4
3366,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,6,"red","California",2
3368,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,"white","California",4
3369,6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,6,"white","California",4
3370,6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8,"white","California",4
3371,5.9,0.18,0.28,5.1,0.039,50,139,0.99165,3.16,0.44,11.3,6,"white","California",4
3372,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,"white","California",4
3377,9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7,"red","California",2
3378,7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6,"white","California",4
3379,6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,7,"red","California",2
3380,15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7,"red","California",2
3381,6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,4,"white","California",4
3382,7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7,"white","California",4
3384,6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,6,"white","California",4
3385,7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6,"white","California",4
3387,9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4,6,"white","California",4
3388,6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,7,"white","California",4
3390,5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,6,"white","California",4
3391,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6,"white","California",4
3392,7.2,0.16,0.49,1.3,0.037,27,104,0.9924,3.23,0.57,10.6,6,"white","California",4
3394,7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6,"red","California",2
3395,6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,6,"white","California",4
3396,6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,5,"white","California",4
3397,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,7,"white","California",4
3400,6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,7,"white","California",4
3401,7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,6,"white","California",4
3403,10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6,"red","California",2
3406,8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,6,"white","California",4
3407,6,0.19,0.29,1.1,0.047,67,152,0.9916,3.54,0.59,11.1,7,"white","California",4
3408,6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,6,"white","California",4
3410,6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,6,"white","California",4
3411,7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,7,"red","California",2
3415,6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,6,"white","California",4
3417,7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5,"Red","California",3
3418,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6,"white","California",4
3419,6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6,"white","California",4
3420,6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,7,"white","California",4
3421,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,"white","California",4
3422,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5,"white","California",4
3424,6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5,"white","California",4
3427,7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,6,"white","California",4
3428,10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,"red","California",2
3430,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,"white","California",4
3431,5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,6,"red","California",2
3432,6.9,0.48,0.36,3.5,0.03,31,135,0.9904,3.14,0.38,12.2,7,"white","California",4
3433,6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7,"white","California",4
3434,10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6,"red","California",2
3435,6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,6,"white","California",4
3440,6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.13333333,7,"white","California",4
3442,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,"white","California",4
3443,6.1,0.16,0.29,6,0.03,29,144,0.99474,3.68,0.46,10.7,6,"white","California",4
