ID,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,type,location,type_numeric
2173,0.169491525,0.176470588,0.144578313,0.275080906,0.086206897,0.486486486,0.491582492,0.387667098,0.457364341,0.140350877,0.231404959,5,WHITE,CALIFORNIA,3
2174,0.254237288,0.098039216,0.180722892,0.391585761,0.130541872,0.162162162,0.555555556,0.473048728,0.217054264,0.263157895,0.165289256,7,WHITE,CALIFORNIA,3
2178,0.220338983,0.088235294,0.162650602,0.297734628,0.093596059,0.225225225,0.31986532,0.381630013,0.480620155,0.245614035,0.314049587,6,WHITE,CALIFORNIA,3
2180,0.533898305,0.18627451,0.325301205,0.051779935,0.137931034,0.054054054,0.067340067,0.35360069,0.348837209,0.271929825,0.743801653,6,RED,CALIFORNIA,2
2182,0.211864407,0.882352941,0.006024096,0.042071197,0.118226601,0.126126126,0.090909091,0.335058215,0.682170543,0.210526316,0.52892562,6,RED,CALIFORNIA,2
2183,0.211864407,0.666666667,0,0.071197411,0.155172414,0.225225225,0.154882155,0.288055196,0.612403101,0.333333333,0.578512397,6,RED,CALIFORNIA,2
2184,0.457627119,0.254901961,0.325301205,0.537216828,0.125615764,0.405405405,0.771043771,0.63432514,0.279069767,0.342105263,0.132231405,6,WHITE,CALIFORNIA,3
2185,0.355932203,0.245098039,0.192771084,0.126213592,0.078817734,0.27027027,0.585858586,0.203967227,0.15503876,0.456140351,0.694214876,6,WHITE,CALIFORNIA,3
2188,0.245762712,0.147058824,0.186746988,0.045307443,0.091133005,0.261261261,0.303030303,0.236739974,0.472868217,0.368421053,0.446280992,8,WHITE,CALIFORNIA,3
2189,0.220338983,0.196078431,0.168674699,0.074433657,0.07635468,0.162162162,0.30976431,0.217766279,0.410852713,0.219298246,0.512396694,6,WHITE,CALIFORNIA,3
2192,0.220338983,0.235294118,0.210843373,0.132686084,0.051724138,0.297297297,0.31986532,0.176369125,0.496124031,0.333333333,0.743801653,8,WHITE,CALIFORNIA,3
2193,0.220338983,0.176470588,0.126506024,0.207119741,0.07635468,0.306306306,0.525252525,0.36610608,0.519379845,0.315789474,0.314049587,6,WHITE,CALIFORNIA,3
2194,0.440677966,0.705882353,0.072289157,0.055016181,0.18226601,0.063063063,0.074074074,0.485122898,0.472868217,0.377192982,0.396694215,6,RED,CALIFORNIA,2
2198,0.271186441,0.254901961,0.180722892,0.035598706,0.088669951,0.387387387,0.457912458,0.184993532,0.209302326,0.201754386,0.462809917,6,WHITE,CALIFORNIA,3
2199,0.406779661,0.098039216,0.168674699,0.003236246,0.056650246,0.216216216,0.242424242,0.169469599,0.209302326,0.140350877,0.512396694,5,WHITE,CALIFORNIA,3
2205,0.211864407,0.31372549,0.192771084,0.32038835,0.098522167,0.333333333,0.683501684,0.473911169,0.581395349,0.324561404,0.214876033,6,WHITE,CALIFORNIA,3
2208,0.237288136,0.137254902,0.180722892,0.453074434,0.088669951,0.441441441,0.437710438,0.428201811,0.325581395,0.131578947,0.429752066,6,WHITE,CALIFORNIA,3
2209,0.355932203,0.362745098,0.138554217,0.048543689,0.209359606,0.135135135,0.077441077,0.391979301,0.379844961,0.236842105,0.363636364,6,RED,CALIFORNIA,2
2210,0.330508475,0.519607843,0.108433735,0.055016181,0.18226601,0.045045045,0.047138047,0.396291505,0.441860465,0.333333333,0.363636364,6,RED,CALIFORNIA,2
2211,0.220338983,0.225490196,0.168674699,0.025889968,0.068965517,0.099099099,0.38047138,0.206554549,0.465116279,0.254385965,0.396694215,7,WHITE,CALIFORNIA,3
2214,0.279661017,0.098039216,0.234939759,0.446601942,0.103448276,0.423423423,0.505050505,0.532988357,0.488372093,0.49122807,0.181818182,5,WHITE,CALIFORNIA,3
2215,0.313559322,0.147058824,0.192771084,0.275080906,0.071428571,0.477477477,0.622895623,0.409228116,0.248062016,0.298245614,0.280991736,6,WHITE,CALIFORNIA,3
2216,0.491525424,0.235294118,0.28313253,0.022653722,0.115763547,0.072072072,0.060606061,0.424320828,0.387596899,0.526315789,0.380165289,7,RED,CALIFORNIA,2
2219,0.237288136,0.117647059,0.228915663,0.233009709,0.10591133,0.261261261,0.468013468,0.327296248,0.465116279,0.298245614,0.495867769,7,WHITE,CALIFORNIA,3
2220,0.177966102,0.137254902,0.174698795,0.113268608,0.068965517,0.612612613,0.464646465,0.216903838,0.317829457,0.456140351,0.462809917,7,WHITE,CALIFORNIA,3
2221,0.237288136,0.098039216,0.168674699,0.084142395,0.086206897,0.153153153,0.286195286,0.253988788,0.542635659,0.368421053,0.462809917,6,WHITE,CALIFORNIA,3
2224,0.355932203,0.166666667,0.259036145,0.03236246,0.142857143,0.189189189,0.148148148,0.322984045,0.511627907,0.333333333,0.644628099,6,RED,CALIFORNIA,2
2225,0.296610169,0.147058824,0.246987952,0.449838188,0.096059113,0.648648649,0.730639731,0.496765847,0.341085271,0.429824561,0.231404959,6,WHITE,CALIFORNIA,3
2227,0.254237288,0.039215686,0.180722892,0.394822006,0.098522167,0.279279279,0.276094276,0.406640793,0.372093023,0.114035088,0.314049587,6,WHITE,CALIFORNIA,3
2228,0.322033898,0.274509804,0.295180723,0.343042071,0.091133005,0.774774775,0.723905724,0.486847779,0.224806202,0.184210526,0.198347107,5,WHITE,CALIFORNIA,3
2229,0.313559322,0.12745098,0.204819277,0.01618123,0.125615764,0.225225225,0.353535354,0.258300992,0.612403101,0.219298246,0.446280992,6,WHITE,CALIFORNIA,3
2230,0.457627119,0.166666667,0.204819277,0.01618123,0.041871921,0.27027027,0.292929293,0.193617939,0.162790698,0.131578947,0.545454545,7,WHITE,CALIFORNIA,3
2233,0.093220339,0.259803922,0.204819277,0.009708738,0.145320197,0.279279279,0.461279461,0.184131091,0.403100775,0.157894737,0.347107438,5,WHITE,CALIFORNIA,3
2234,0.271186441,0.205882353,0.156626506,0.029126214,0.086206897,0.099099099,0.272727273,0.223803364,0.279069767,0.210526316,0.41322314,6,WHITE,CALIFORNIA,3
2237,0.220338983,0.107843137,0.210843373,0.307443366,0.083743842,0.351351351,0.336700337,0.397153946,0.341085271,0.245614035,0.280991736,6,WHITE,CALIFORNIA,3
2238,0.305084746,0.18627451,0.186746988,0.055016181,0.012315271,0.126126126,0.461279461,0.165157395,0.240310078,0.377192982,0.661157025,4,WHITE,CALIFORNIA,3
2240,0.194915254,0.215686275,0.28313253,0.022653722,0.098522167,0.441441441,0.609427609,0.241052178,0.364341085,0.201754386,0.247933884,5,WHITE,CALIFORNIA,3
2244,0.372881356,0.333333333,0.174698795,0.110032362,0.051724138,0.27027027,0.316498316,0.172056921,0.217054264,0.087719298,0.79338843,7,WHITE,CALIFORNIA,3
2245,0.177966102,0.235294118,0.120481928,0.443365696,0.100985222,0.252252252,0.464646465,0.411815438,0.403100775,0.166666667,0.380165289,6,WHITE,CALIFORNIA,3
2246,0.288135593,0.578431373,0,0.048543689,0.145320197,0.081081081,0.060606061,0.36610608,0.542635659,0.438596491,0.512396694,6,RED,CALIFORNIA,2
2247,0.279661017,0.382352941,0.174698795,0.45631068,0.036945813,0.189189189,0.457912458,0.347994825,0.310077519,0.228070175,0.661157025,8,WHITE,CALIFORNIA,3
2249,0.305084746,0.098039216,0.21686747,0.401294498,0.115763547,0.63963964,0.528619529,0.555843036,0.542635659,0.114035088,0.181818182,6,WHITE,CALIFORNIA,3
2252,0.949152542,0.12745098,0.265060241,0.048543689,0.162561576,0.081081081,0.060606061,0.557999138,0.271317829,0.543859649,0.198347107,7,RED,CALIFORNIA,2
2255,0.347457627,0.098039216,0.240963855,0.048543689,0.098522167,0.333333333,0.205387205,0.383354894,0.472868217,0.622807018,0.545454545,5,RED,CALIFORNIA,2
2256,0.262711864,0.31372549,0.222891566,0.265372168,0.108374384,0.315315315,0.478114478,0.383354894,0.341085271,0.245614035,0.214876033,5,WHITE,CALIFORNIA,3
2257,0.279661017,0.294117647,0.240963855,0.048543689,0.081280788,0.477477477,0.656565657,0.200948685,0.240310078,0.245614035,0.561983471,5,WHITE,CALIFORNIA,3
2258,0.254237288,0.245098039,0.186746988,0.216828479,0.088669951,0.297297297,0.461279461,0.222078482,0.263565891,0.289473684,0.694214876,6,WHITE,CALIFORNIA,3
2259,0.228813559,0.166666667,0.120481928,0.022653722,0.036945813,0.252252252,0.31986532,0.193617939,0.403100775,0.280701754,0.462809917,6,WHITE,CALIFORNIA,3
2263,0.177966102,0.308823529,0.078313253,0.055016181,0.115763547,0.117117117,0.074074074,0.28072445,0.697674419,0.394736842,0.727272727,6,RED,CALIFORNIA,2
2264,0.322033898,0.18627451,0.174698795,0.058252427,0.123152709,0.324324324,0.367003367,0.266062958,0.286821705,0.131578947,0.297520661,5,WHITE,CALIFORNIA,3
2265,0.271186441,0.088235294,0.253012048,0.009708738,0.162561576,0.162162162,0.218855219,0.169038379,0.465116279,0.350877193,0.561983471,6,WHITE,CALIFORNIA,3
2266,0.56779661,0.421568627,0.385542169,0.055016181,0.24137931,0.045045045,0.03030303,0.43941354,0.286821705,0.385964912,0.628099174,7,RED,CALIFORNIA,2
2267,0.228813559,0.18627451,0.114457831,0.190938511,0.088669951,0.873873874,0.569023569,0.281586891,0.341085271,0.105263158,0.347107438,6,WHITE,CALIFORNIA,3
2268,0.271186441,0.039215686,0.174698795,0.310679612,0.073891626,0.36036036,0.30976431,0.367830962,0.364341085,0.140350877,0.297520661,8,WHITE,CALIFORNIA,3
2270,0.305084746,0.225490196,0.156626506,0.25566343,0.096059113,0.414414414,0.673400673,0.400603708,0.418604651,0.122807018,0.181818182,5,WHITE,CALIFORNIA,3
2272,0.237288136,0.196078431,0.054216867,0.330097087,0.103448276,0.324324324,0.420875421,0.368693402,0.162790698,0.350877193,0.247933884,6,WHITE,CALIFORNIA,3
2273,0.194915254,0.235294118,0.144578313,0.025889968,0.066502463,0.333333333,0.397306397,0.115998275,0.441860465,0.175438596,0.727272727,7,WHITE,CALIFORNIA,3
2274,0.203389831,0.156862745,0.210843373,0.01618123,0.071428571,0.189189189,0.542087542,0.176369125,0.294573643,0.228070175,0.429752066,6,WHITE,CALIFORNIA,3
2276,0.949152542,0.12745098,0.265060241,0.048543689,0.162561576,0.081081081,0.060606061,0.557999138,0.271317829,0.543859649,0.198347107,7,RED,CALIFORNIA,2
2277,0.398305085,0.196078431,0.337349398,0.035598706,0.204433498,0.306306306,0.326599327,0.422164726,0.449612403,0.464912281,0.41322314,7,RED,CALIFORNIA,2
2278,0.237288136,0.137254902,0.168674699,0.13592233,0.081280788,0.45045045,0.585858586,0.348857266,0.449612403,0.464912281,0.247933884,6,WHITE,CALIFORNIA,3
2279,0.211864407,0.205882353,0.240963855,0.187702265,0.073891626,0.378378378,0.542087542,0.35316947,0.333333333,0.192982456,0.214876033,6,WHITE,CALIFORNIA,3
2280,0.254237288,0.147058824,0.186746988,0.067961165,0.093596059,0.351351351,0.390572391,0.178956447,0.263565891,0.368421053,0.479338843,7,WHITE,CALIFORNIA,3
2281,0.186440678,0.196078431,0.313253012,0.177993528,0.04679803,0.324324324,0.32996633,0.194049159,0.434108527,0.254385965,0.628099174,7,WHITE,CALIFORNIA,3
2283,0.271186441,0.460784314,0.030120482,0.236245955,0.066502463,0.162162162,0.531986532,0.240620957,0.418604651,0.210526316,0.694214876,6,WHITE,CALIFORNIA,3
2289,0.372881356,0.264705882,0.198795181,0.055016181,0.165024631,0.09009009,0.138047138,0.382923674,0.426356589,0.51754386,0.495867769,6,none,CALIFORNIA,1
2291,0.423728814,0.607843137,0,0.03236246,0.147783251,0.063063063,0.043771044,0.42690815,0.457364341,0.271929825,0.330578512,6,RED,CALIFORNIA,2
2292,0.050847458,0.235294118,0.234939759,0.116504854,0.051724138,0.27027027,0.407407407,0.083225528,0.573643411,0.122807018,0.79338843,8,WHITE,CALIFORNIA,3
2295,0.279661017,0.117647059,0.162650602,0.28802589,0.068965517,0.162162162,0.333333333,0.316084519,0.248062016,0.131578947,0.41322314,7,WHITE,CALIFORNIA,3
2296,0.254237288,0.18627451,0.072289157,0.019417476,0.07635468,0.774774775,0.545454545,0.210866753,0.356589147,0.166666667,0.330578512,5,WHITE,CALIFORNIA,3
2303,0.228813559,0.803921569,0,0.029126214,0.10591133,0.072072072,0.037037037,0.326002587,0.604651163,0.359649123,0.479338843,6,RED,CALIFORNIA,2
2304,0.669491525,0.362745098,0.379518072,0.048543689,0.157635468,0.054054054,0.057239057,0.544631307,0.379844961,0.412280702,0.479338843,6,RED,CALIFORNIA,2
2307,0.254237288,0.12745098,0.222891566,0.203883495,0.071428571,0.234234234,0.34006734,0.213454075,0.201550388,0.526315789,0.578512397,6,WHITE,CALIFORNIA,3
2308,0.279661017,0.176470588,0.204819277,0.443365696,0.142857143,0.306306306,0.616161616,0.495472186,0.271317829,0.271929825,0.181818182,7,WHITE,CALIFORNIA,3
2309,0.288135593,0.593137255,0.126506024,0.284789644,0.150246305,0.288288288,0.558922559,0.430789133,0.217054264,0.289473684,0.181818182,6,WHITE,CALIFORNIA,3
2311,0.186440678,0.088235294,0.295180723,0.009708738,0.061576355,0.225225225,0.336700337,0.210866753,0.379844961,0.175438596,0.297520661,6,WHITE,CALIFORNIA,3
2312,0.296610169,0.176470588,0.198795181,0.555016181,0.098522167,0.364864865,0.636363636,0.555843036,0.263565891,0.192982456,0.181818182,7,WHITE,CALIFORNIA,3
2313,0.271186441,0.225490196,0.186746988,0.27184466,0.066502463,0.396396396,0.451178451,0.217766279,0.201550388,0.078947368,0.661157025,7,WHITE,CALIFORNIA,3
2315,0.279661017,0.18627451,0.162650602,0.313915858,0.078817734,0.225225225,0.363636364,0.269081501,0.248062016,0.263157895,0.578512397,7,WHITE,CALIFORNIA,3
2317,0.237288136,0.411764706,0,0.035598706,0.130541872,0.18018018,0.074074074,0.276412247,0.558139535,0.289473684,0.710743802,6,RED,CALIFORNIA,2
2319,0.237288136,0.632352941,0.054216867,0.155339806,0.266009852,0.072072072,0.037037037,0.407072014,0.488372093,0.236842105,0.462809917,6,RED,CALIFORNIA,2
2320,0.279661017,0.274509804,0.222891566,0.132686084,0.024630542,0.342342342,0.363636364,0.140146615,0.279069767,0.236842105,0.776859504,7,WHITE,CALIFORNIA,3
2321,0.305084746,0.107843137,0.186746988,0.446601942,0.088669951,0.342342342,0.62962963,0.495472186,0.294573643,0.245614035,0.198347107,6,WHITE,CALIFORNIA,3
2322,0.381355932,0.568627451,0.090361446,0.038834951,0.172413793,0.144144144,0.121212121,0.435101337,0.457364341,0.280701754,0.26446281,6,RED,CALIFORNIA,2
2323,0.279661017,0.196078431,0.210843373,0.090614887,0.04679803,0.306306306,0.286195286,0.13410953,0.186046512,0.096491228,0.67768595,5,WHITE,CALIFORNIA,3
2324,0.305084746,0.078431373,0.180722892,0.420711974,0.115763547,0.288288288,0.545454545,0.480379474,0.139534884,0.192982456,0.115702479,7,WHITE,CALIFORNIA,3
2325,0.762711864,0.524509804,0.397590361,0.165048544,0.18226601,0.054054054,0.121212121,0.650711514,0.271317829,0.447368421,0.330578512,7,RED,CALIFORNIA,2
2327,0.254237288,0.058823529,0.108433735,0.022653722,0.093596059,0.261261261,0.282828283,0.19534282,0.426356589,0.280701754,0.52892562,6,WHITE,CALIFORNIA,3
2328,0.245762712,0.382352941,0.174698795,0.131067961,0.061576355,0.252252252,0.430976431,0.148771022,0.441860465,0.210526316,0.826446281,7,WHITE,CALIFORNIA,3
2329,0.305084746,0.176470588,0.174698795,0.097087379,0.096059113,0.117117117,0.225589226,0.189305735,0.263565891,0.201754386,0.561983471,6,WHITE,CALIFORNIA,3
2330,0.237288136,0.68627451,0.301204819,0.025889968,0.088669951,0.261261261,0.427609428,0.169469599,0.410852713,0.228070175,0.611570248,5,WHITE,CALIFORNIA,3
2333,0.076271186,0.691176471,0,0.087378641,0.066502463,0.198198198,0.430976431,0.116429495,0.627906977,0.614035088,0.958677686,6,WHITE,CALIFORNIA,3
2335,0.279661017,0.509803922,0.006024096,0.051779935,0.172413793,0.207207207,0.104377104,0.346269944,0.527131783,0.342105263,0.479338843,6,RED,CALIFORNIA,2
2336,0.56779661,0.274509804,0.28313253,0.048543689,0.160098522,0.072072072,0.057239057,0.399741268,0.395348837,0.473684211,0.661157025,6,RED,CALIFORNIA,2
2337,0.220338983,0.254901961,0.265060241,0.242718447,0.083743842,0.477477477,0.656565657,0.362225097,0.356589147,0.228070175,0.247933884,5,WHITE,CALIFORNIA,3
2338,0.381355932,0.088235294,0.186746988,0.025889968,0.098522167,0.423423423,0.494949495,0.305735231,0.310077519,0.315789474,0.231404959,6,WHITE,CALIFORNIA,3
2340,0.254237288,0.196078431,0.204819277,0.220064725,0.064039409,0.297297297,0.575757576,0.423027167,0.472868217,0.184210526,0.181818182,5,WHITE,CALIFORNIA,3
2342,0.322033898,0.274509804,0.186746988,0.03236246,0.172413793,0.225225225,0.198653199,0.433376455,0.573643411,0.350877193,0.247933884,6,RED,CALIFORNIA,2
2343,0.389830508,0.284313725,0.259036145,0.051779935,0.133004926,0.099099099,0.043771044,0.361793877,0.348837209,0.51754386,0.52892562,7,RED,CALIFORNIA,2
2345,0.322033898,0.215686275,0.228915663,0.045307443,0.083743842,0.081081081,0.30976431,0.252263907,0.348837209,0.377192982,0.495867769,5,WHITE,CALIFORNIA,3
2347,0.228813559,0.235294118,0.180722892,0.051779935,0.103448276,0.171171171,0.407407407,0.109098749,0.317829457,0.263157895,0.79338843,6,WHITE,CALIFORNIA,3
2348,0.296610169,0.352941176,0.120481928,0.029126214,0.098522167,0.207207207,0.195286195,0.275549806,0.511627907,0.307017544,0.611570248,6,RED,CALIFORNIA,2
2349,0.296610169,0.31372549,0.168674699,0.187702265,0.068965517,0.225225225,0.306397306,0.188443295,0.341085271,0.315789474,0.760330579,7,WHITE,CALIFORNIA,3
2350,0.305084746,0.078431373,0.180722892,0.420711974,0.115763547,0.288288288,0.545454545,0.480379474,0.139534884,0.192982456,0.115702479,7,WHITE,CALIFORNIA,3
2351,0.237288136,0.352941176,0.054216867,0.048543689,0.133004926,0.072072072,0.04040404,0.316084519,0.542635659,0.412280702,0.545454545,6,RED,CALIFORNIA,2
2352,0.254237288,0.215686275,0.210843373,0.067961165,0.071428571,0.081081081,0.531986532,0.176369125,0.286821705,0.271929825,0.661157025,6,WHITE,CALIFORNIA,3
2353,0.084745763,0.088235294,0.168674699,0.071197411,0.051724138,0.189189189,0.353535354,0.133247089,0.511627907,0.105263158,0.545454545,7,WHITE,CALIFORNIA,3
2354,0.245762712,0.205882353,0.271084337,0.44012945,0.110837438,0.261261261,0.589225589,0.499353169,0.325581395,0.307017544,0.181818182,5,WHITE,CALIFORNIA,3
2355,0.169491525,0.117647059,0.096385542,0.022653722,0.081280788,0.387387387,0.313131313,0.086675291,0.395348837,0.131578947,0.694214876,6,WHITE,CALIFORNIA,3
2356,0.355932203,0.058823529,0.295180723,0.025889968,0.064039409,0.369369369,0.383838384,0.245364381,0.418604651,0.157894737,0.429752066,7,WHITE,CALIFORNIA,3
2357,0.220338983,0.068627451,0.174698795,0.035598706,0.086206897,0.18018018,0.367003367,0.196205261,0.294573643,0.140350877,0.363636364,5,WHITE,CALIFORNIA,3
2359,0.237288136,0.147058824,0.180722892,0.126213592,0.125615764,0.252252252,0.498316498,0.185855972,0.395348837,0.236842105,0.694214876,8,WHITE,CALIFORNIA,3
2360,0.288135593,0.088235294,0.246987952,0.029126214,0.10591133,0.207207207,0.404040404,0.222940923,0.364341085,0.236842105,0.462809917,5,WHITE,CALIFORNIA,3
2361,0.559322034,0.431372549,0.271084337,0.042071197,0.174876847,0.045045045,0.023569024,0.458387236,0.387596899,0.473684211,0.561983471,6,RED,CALIFORNIA,2
2362,0.203389831,0.225490196,0.156626506,0.132686084,0.068965517,0.315315315,0.478114478,0.245364381,0.379844961,0.166666667,0.396694215,6,WHITE,CALIFORNIA,3
2364,0.194915254,0.196078431,0.180722892,0.22815534,0.054187192,0.288288288,0.447811448,0.252263907,0.387596899,0.210526316,0.495867769,6,WHITE,CALIFORNIA,3
2366,0.271186441,0.117647059,0.204819277,0.161812298,0.064039409,0.279279279,0.259259259,0.245364381,0.364341085,0.210526316,0.578512397,6,WHITE,CALIFORNIA,3
2367,0.36440678,0.18627451,0.210843373,0.03236246,0.051724138,0.333333333,0.326599327,0.234583872,0.387596899,0.359649123,0.396694215,8,WHITE,CALIFORNIA,3
2369,0.322033898,0.215686275,0.162650602,0.32038835,0.073891626,0.27027027,0.38047138,0.47606727,0.426356589,0.070175439,0.214876033,6,WHITE,CALIFORNIA,3
2370,0.228813559,0.176470588,0.192771084,0.192556634,0.123152709,0.297297297,0.32996633,0.234152652,0.356589147,0.175438596,0.512396694,5,WHITE,CALIFORNIA,3
2372,0.237288136,0.088235294,0.156626506,0.216828479,0.10591133,0.396396396,0.410774411,0.291936179,0.341085271,0.131578947,0.330578512,6,WHITE,CALIFORNIA,3
2373,0.262711864,0.656862745,0.078313253,0.181229773,0.066502463,0.162162162,0.148148148,0.259163433,0.286821705,0.026315789,0.512396694,4,WHITE,CALIFORNIA,3
2374,0.254237288,0.558823529,0.012048193,0.045307443,0.169950739,0.063063063,0.03030303,0.339370418,0.488372093,0.350877193,0.396694215,6,RED,CALIFORNIA,2
2375,0.262711864,0.196078431,0.246987952,0.022653722,0.017241379,0.045045045,0.164983165,0.071151358,0.341085271,0.157894737,0.892561983,5,WHITE,CALIFORNIA,3
2379,0.228813559,0.18627451,0.114457831,0.190938511,0.088669951,0.873873874,0.569023569,0.281586891,0.341085271,0.105263158,0.347107438,6,WHITE,CALIFORNIA,3
2380,0.254237288,0.18627451,0.180722892,0.398058252,0.093596059,0.612612613,0.518518519,0.428633031,0.341085271,0.245614035,0.26446281,6,WHITE,CALIFORNIA,3
2381,0.245762712,0.098039216,0.186746988,0.32038835,0.064039409,0.369369369,0.461279461,0.371280724,0.279069767,0.236842105,0.297520661,7,WHITE,CALIFORNIA,3
2384,0.262711864,0.215686275,0.295180723,0.223300971,0.118226601,0.216216216,0.505050505,0.391979301,0.550387597,0.359649123,0.495867769,7,WHITE,CALIFORNIA,3
2386,0.296610169,0.137254902,0.240963855,0.454692557,0.081280788,0.391891892,0.415824916,0.547218629,0.496124031,0.166666667,0.181818182,7,WHITE,CALIFORNIA,3
2387,0.203389831,0.151960784,0.204819277,0.038834951,0.066502463,0.027027027,0.373737374,0.138421734,0.527131783,0.192982456,0.694214876,5,WHITE,CALIFORNIA,3
2388,0.262711864,0.12745098,0.198795181,0.035598706,0.061576355,0.423423423,0.437710438,0.120310479,0.410852713,0.166666667,0.760330579,7,WHITE,CALIFORNIA,3
2390,0.127118644,0.245098039,0.180722892,0.01618123,0.096059113,0.216216216,0.38047138,0.144027598,0.465116279,0.350877193,0.545454545,6,WHITE,CALIFORNIA,3
2392,0.271186441,0.18627451,0.289156627,0.174757282,0.081280788,0.531531532,0.599326599,0.368693402,0.372093023,0.245614035,0.231404959,6,WHITE,CALIFORNIA,3
2393,0.881355932,0.18627451,0.295180723,0.012944984,0.068965517,0.288288288,0.505050505,0.210866753,0.333333333,0.280701754,0.512396694,6,WHITE,CALIFORNIA,3
2394,0.296610169,0.107843137,0.15060241,0.022653722,0.103448276,0.36036036,0.34006734,0.289348857,0.627906977,0.385964912,0.41322314,7,WHITE,CALIFORNIA,3
2396,0.338983051,0.176470588,0.445783133,0.220064725,0.086206897,0.522522523,0.518518519,0.383354894,0.387596899,0.368421053,0.330578512,6,WHITE,CALIFORNIA,3
2397,0.279661017,0.254901961,0.192771084,0.042071197,0.103448276,0.252252252,0.417508418,0.277274687,0.449612403,0.245614035,0.396694215,6,WHITE,CALIFORNIA,3
2398,0.56779661,0.156862745,0.28313253,0.045307443,0.140394089,0.045045045,0.060606061,0.460974558,0.333333333,0.596491228,0.495867769,7,RED,CALIFORNIA,2
2399,0.618644068,0.225490196,0.295180723,0.064724919,0.209359606,0.135135135,0.138047138,0.495472186,0.310077519,0.701754386,0.429752066,7,RED,CALIFORNIA,2
2402,0.161016949,0.137254902,0.120481928,0.495145631,0.086206897,0.36036036,0.36026936,0.496334627,0.387596899,0.210526316,0.148760331,6,WHITE,CALIFORNIA,3
2403,0.220338983,0.294117647,0.156626506,0.242718447,0.083743842,0.243243243,0.30976431,0.225528245,0.209302326,0.078947368,0.561983471,6,WHITE,CALIFORNIA,3
2406,0.237288136,0.137254902,0.174698795,0.443365696,0.091133005,0.342342342,0.377104377,0.484260457,0.255813953,0.245614035,0.181818182,6,WHITE,CALIFORNIA,3
2407,0.279661017,0.205882353,0.295180723,0.01618123,0.054187192,0.279279279,0.313131313,0.094437257,0.271317829,0.096491228,0.694214876,6,WHITE,CALIFORNIA,3
2408,0.516949153,0.411764706,0.301204819,0.42394822,0.482758621,0.423423423,0.255892256,0.660198361,0.341085271,0.464912281,0.132231405,5,RED,CALIFORNIA,2
2409,0.516949153,0.235294118,0.337349398,0.042071197,0.157635468,0.018018018,0.006734007,0.354894351,0.333333333,0.447368421,0.561983471,6,RED,CALIFORNIA,2
2412,0.525423729,0.401960784,0.120481928,0.333333333,0.15270936,0.108108108,0.148148148,0.620526089,0.341085271,0.412280702,0.198347107,6,RED,CALIFORNIA,2
2413,0.279661017,0.18627451,0.144578313,0.385113269,0.086206897,0.423423423,0.377104377,0.437688659,0.248062016,0.298245614,0.330578512,7,WHITE,CALIFORNIA,3
2414,0.322033898,0.205882353,0.34939759,0.54368932,0.078817734,0.45045045,0.737373737,0.542906425,0.341085271,0.385964912,0.247933884,6,WHITE,CALIFORNIA,3
2417,0.245762712,0.029411765,0.204819277,0.262135922,0.083743842,0.36036036,0.36026936,0.391979301,0.542635659,0.157894737,0.214876033,7,WHITE,CALIFORNIA,3
2419,0.279661017,0.117647059,0.186746988,0.216828479,0.108374384,0.279279279,0.69023569,0.37774903,0.457364341,0.324561404,0.396694215,6,WHITE,CALIFORNIA,3
2422,0.415254237,0.254901961,0.277108434,0.42394822,0.113300493,0.603603604,0.646464646,0.504096593,0.496124031,0.131578947,0.247933884,6,WHITE,CALIFORNIA,3
2423,0.237288136,0.166666667,0.246987952,0.216828479,0.083743842,0.252252252,0.488215488,0.322984045,0.333333333,0.333333333,0.363636364,7,WHITE,CALIFORNIA,3
2424,0.13559322,0.088235294,0.162650602,0.064724919,0.098522167,0.243243243,0.32996633,0.221216041,0.573643411,0.289473684,0.380165289,6,WHITE,CALIFORNIA,3
2425,0.559322034,0.176470588,0.289156627,0.038834951,0.140394089,0.045045045,0.013468013,0.436826218,0.472868217,0.570175439,0.479338843,6,RED,CALIFORNIA,2
2426,0.313559322,0.245098039,0.228915663,0.258899676,0.28817734,0.432432432,0.64983165,0.431220354,0.201550388,0.307017544,0.231404959,5,WHITE,CALIFORNIA,3
2427,0.440677966,0.18627451,0.210843373,0.13592233,0.04679803,0.234234234,0.2996633,0.262613195,0.248062016,0.157894737,0.545454545,6,WHITE,CALIFORNIA,3
2430,0.601694915,0.303921569,0.28313253,0.035598706,0.268472906,0.045045045,0.026936027,0.478223372,0.449612403,0.464912281,0.297520661,6,RED,CALIFORNIA,2
2431,0.254237288,0.137254902,0.156626506,0.01618123,0.078817734,0.252252252,0.592592593,0.169469599,0.248062016,0.114035088,0.52892562,5,WHITE,CALIFORNIA,3
2433,0.372881356,0.098039216,0.295180723,0.012944984,0.0591133,0.243243243,0.252525253,0.223803364,0.217054264,0.403508772,0.396694215,7,WHITE,CALIFORNIA,3
2434,0.296610169,0.235294118,0.210843373,0.022653722,0.100985222,0.063063063,0.528619529,0.229840448,0.403100775,0.175438596,0.446280992,5,WHITE,CALIFORNIA,3
2435,0.144067797,0.225490196,0.174698795,0.074433657,0.044334975,0.135135135,0.323232323,0.153514446,0.395348837,0.298245614,0.52892562,6,WHITE,CALIFORNIA,3
